X,Y,OBJECTID,LM_ID,LM_NAME,CATEGORY,LM_TYPE,SDA_CAT,STR_ADDR,UNIT,MUN,PR,POSTAL,PHONE,WEBSITE,Type,ExtDay,WARDNUM,ROPADRID
-8863669.4115,5403350.3212,294,CC-YMC-073,Mississauga Valley (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1275 Mississauga Valley Blvd,,Mississauga,ON,L5A 3R8,905-276-5038,https://peelchildcare.cioc.ca/record/CDR0481,Community-Based Non-Profit Centre,No,4,
-8865962.6102,5401728.697,295,CC-YMC-012,Mississauga YMCA,Social Services,Child Care (YMCA),Child Care Centre,325 Burnhamthorpe Rd W,,Mississauga,ON,L5B 3R2,905-897-6801 ext 440,https://peelchildcare.cioc.ca/record/CDR0452,Community-Based Non-Profit Centre,No,4,2489
-8882353.5749,5417996.9735,296,CC-OTH-287,Montessori Leaders Casa,Social Services,Child Care (Other),Child Care Centre,20 Red Maple Dr,1,Brampton,ON,L6X 4N7,905-455-7758,https://peelchildcare.cioc.ca/record/CDR0986,Community-Based For-Profit Centre,No,5,53666
-8864405.0782,5394706.4865,297,CC-OTH-340,Montessori in the Woods Inc.,Social Services,Child Care (Other),Child Care Centre,1261 North Sheridan Way,,Mississauga,ON,L5H 2A3,416-887-9096,https://peelchildcare.cioc.ca/record/CDR1618,Community-Based For-Profit Centre,No,8,230689
-8873855.9518,5395398.4729,298,CC-OTH-263,MontessoriWorks - The School for Me,Social Services,Child Care (Other),Child Care Centre,3050 Artesian Dr ,"1,2,3",Mississauga,ON,L5M 7P5,905-569-1000,https://peelchildcare.cioc.ca/record/CDR0550,Community-Based For-Profit Centre,No,8,278397
-8865457.4481,5422688.8865,299,CC-YMC-065,Morningstar (YMCA),Social Services,Child Care (YMCA),Child Care Centre,3500 Morning Star Dr,,Mississauga,ON,L4T 1Y2,905-677-8929,https://peelchildcare.cioc.ca/record/CDR0590,Community-Based Non-Profit Centre,No,5,63864
-8877845.2082,5412404.7843,300,CC-PLP-108,Morton Way (PLASP),Social Services,Child Care (PLASP),Child Care Centre,200 Morton Way,,Brampton,ON,L6Y 2P8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0760,School-Based Centre,Yes,4,252624
-8885690.131,5414914.9209,301,CC-OTH-330,Mount Pleasant Montessori,Social Services,Child Care (Other),Child Care Centre,15 Ashby Field,1-4,Brampton,ON,L6X 3B7,905-452-8884,https://peelchildcare.cioc.ca/record/CDR1322,Community-Based For-Profit Centre,No,5,400187
-8885968.7428,5415593.6738,302,CC-PLP-187,Mount Pleasant Village (PLASP),Social Services,Child Care (PLASP),Child Care Centre,100 Commuter Dr,,Brampton,ON,L7A 0P7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1013,School-Based Centre,Yes,6,337866
-8877565.6019,5433033.8027,303,CC-PLP-188,Mount Royal (PLASP),Social Services,Child Care (PLASP),Child Care Centre,65 Mount Royal Cir,,Brampton,ON,L6P 2K4,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0793,School-Based Centre,No,10,291700
-8877112.5899,5430230.7359,304,CC-FDC-030,Mountain Ash (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,280 Mountainash Rd,,Brampton,ON,L6R 3G2,905-793-7595,https://peelchildcare.cioc.ca/record/CDR0794,School-Based Centre,Yes,10,236805
-8860193.424,5401177.4666,305,CC-PLP-230,Munden Park (PLASP),Social Services,Child Care (PLASP),Child Care Centre,515 Tedwyn Dr,,Mississauga,ON,L5A 1J8,905-279-9251,https://peelchildcare.cioc.ca/record/CDR1368?Number=285,School-Based Centre,Yes,7,112902
-8888718.6912,5418742.1961,306,CC-OTH-345,My First Montessori School Inc.,Social Services,Child Care (Other),Child Care Centre,11210 Creditview Rd,C,Brampton,ON,L7A 4X3,416-834-6540,https://peelchildcare.cioc.ca/record/CDR1619,Community-Based For-Profit Centre,No,6,444807
-8866696.8694,5406022.816,307,CC-FDC-004,Nahani Way (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,235 Nahani Way,,Mississauga,ON,L4Z 3J6,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0507,School-Based Centre,Yes,5,
-8884790.8289,5417797.4201,308,CC-FDC-031,Nelson Mandela (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,10125 Chinguacousy Rd,,Brampton,ON,L7A 3Z6,416-922-3434,https://peelchildcare.cioc.ca/record/CDR1362,School-Based Centre,Yes,6,400220
-8864566.0332,5402200.949,309,CC-OTH-081,New Playland Nursery,Social Services,Child Care (Other),Child Care Centre,28 Elm Dr W,,Mississauga,ON,L5B 1L9,905-276-8802,https://peelchildcare.cioc.ca/record/CDR0454,Community-Based For-Profit Centre,No,7,289794
-8879383.7104,5412685.9511,310,CC-OTH-143,New Steps 2 - Brampton (St. Augustine),Social Services,Child Care (Other),Child Care Centre,27 Drinkwater Rd,,Brampton,ON,L6Y 4T6,905-451-4140,https://peelchildcare.cioc.ca/record/CDR0412,School-Based Centre,No,4,298901
-8862877.0811,5397917.9628,311,CC-OTH-041,Northridge Montessori School,Social Services,Child Care (Other),Child Care Centre,2185 Stavebank Rd,,Mississauga,ON,L5C 1T3,905-281-0840,https://peelchildcare.cioc.ca/record/CDR0044,Community-Based For-Profit Centre,No,7,396700
-8864527.5808,5407530.5555,312,CC-OTH-264,Northstar Montessori,Social Services,Child Care (Other),Child Care Centre,4900 Tomken Rd,,Mississauga,ON,L4W 1J8,905-890-7827,https://peelchildcare.cioc.ca/record/CDR0514,Community-Based For-Profit Centre,No,3,233771
-8880522.2869,5415266.2714,313,CC-PLP-116,Northwood (PLASP),Social Services,Child Care (PLASP),Child Care Centre,70 Gretna Dr,,Brampton,ON,L6X 2E9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0761,School-Based Centre,Yes,5,215113
-8867473.1378,5391471.9633,314,CC-OTH-011,Olive Grove Preschool and Childcare,Social Services,Child Care (Other),Child Care Centre,2300 Speakman Dr,,Mississauga,ON,L5K 1B4,905-855-8557,https://peelchildcare.cioc.ca/record/CDR0495,Community-Based Non-Profit Centre,No,2,
-8871261.7008,5421974.7455,315,CC-OTH-316,Open Book Daycare Centres Inc.,Social Services,Child Care (Other),Child Care Centre,725 Balmoral Dr,,Brampton,ON,L6T 1X6,647-242-6076,https://peelchildcare.cioc.ca/record/CDR1423,Community-Based For-Profit Centre,No,7,75392
-8875176.6793,5395309.2486,316,CC-PLP-189,Oscar Peterson (PLASP),Social Services,Child Care (PLASP),Child Care Centre,5120 Perennial Dr,,Mississauga,ON,L5M 7T9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0720,School-Based Centre,Yes,10,312501
-8879231.0392,5397987.2548,317,CC-PLP-030,Osprey Woods (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6135 Lisgar Dr,,Mississauga,ON,L5N 7V2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0731,School-Based Centre,Yes,10,275452
-8880832.9276,5417328.6193,318,CC-PLP-122,Our Lady of Fatima (PLASP),Social Services,Child Care (PLASP),Child Care Centre,39 Sunset Blvd,,Brampton,ON,L6X 1X1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0765,School-Based Centre,No,1,162251
-8873426.7828,5402471.5332,319,CC-YMC-013,Our Lady of Good Voyage (YMCA),Social Services,Child Care (YMCA),Child Care Centre,5850 River Grove Ave,,Mississauga,ON,L5M 4W2,905-858-0052,https://peelchildcare.cioc.ca/record/CDR0508,School-Based Centre,Yes,6,10279
-8877448.6181,5433241.7077,320,CC-YMC-040,Our Lady of Lourdes (YMCA),Social Services,Child Care (YMCA),Child Care Centre,25 Mount Royal Cir,,Brampton,ON,L6P 1Y7,647-963-9716,https://peelchildcare.cioc.ca/record/CDR1027,School-Based Centre,Yes,10,289833
-8875879.2793,5399071.1805,321,CC-PLP-039,Our Lady of Mercy (PLASP),Social Services,Child Care (PLASP),Child Care Centre,5820 Glen Erin Dr,,Mississauga,ON,L5N 5J9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0700,School-Based Centre,Yes,9,275096
-8881655.5908,5415155.0195,322,CC-YMC-016,Our Lady of Peace (YMCA),Social Services,Child Care (YMCA),Child Care Centre,15 Fincham Ave,,Brampton,ON,L6X 3V2,905-455-6445,https://peelchildcare.cioc.ca/record/CDR0419,School-Based Centre,Yes,5,
-8878865.8996,5425922.1711,323,CC-FDC-022,Our Lady of Providence (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,35 Black Oak Dr,,Brampton,ON,L6R 1B9,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0386,School-Based Centre,Yes,9,308240
-8862136.9183,5392349.8444,324,CC-PLP-190,Owenwood (PLASP),Social Services,Child Care (PLASP),Child Care Centre,930 Owenwood Dr,,Mississauga,ON,L5H 3J2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0663,School-Based Centre,Yes,2,43149
-8886892.7944,5457106.9153,325,CC-YMC-025,Palgrave (YMCA),Social Services,Child Care (YMCA),Child Care Centre,8962 Patterson Side Rd,,Caledon,ON,L0N 1P0,905-857-3531,https://peelchildcare.cioc.ca/record/CDR0602,School-Based Centre,Yes,4,323108
-8876462.2223,5415541.6436,326,CC-PLP-117,Parkway (PLASP),Social Services,Child Care (PLASP),Child Care Centre,24 Duncan Bull Dr,,Brampton,ON,L6W 1H4,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0763,School-Based Centre,Yes,3,139628
-8881923.9751,5422550.2751,327,CC-OTH-190,Pathway Childcare Centre Inc.,Social Services,Child Care (Other),Child Care Centre,25 Ruth Ave,,Brampton,ON,L6Z 3X3,905-846-3939,https://peelchildcare.cioc.ca/record/CDR0420,Community-Based Non-Profit Centre,No,2,186405
-8875987.6786,5410921.022,328,CC-PLP-106b,Pauline Vanier (PLASP),Social Services,Child Care (PLASP),Child Care Centre,56 Oaklea Blvd,,Brampton,ON,L4Z 3E9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0436,School-Based Centre,Yes,4,275543
-8876016.5122,5410946.2013,329,CC-PLP-106a,Pauline Vanier Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,56 Oaklea Blvd,,Brampton,ON,L4Z 3E9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0929,School-Based Centre,No,4,
-8863343.4721,5391163.0215,330,CC-OTH-309,Peel Montessori School,Social Services,Child Care (Other),Child Care Centre,964 Meadow Wood Road,,Mississauga,ON,L5J 2S6,905-823-6522,https://peelchildcare.cioc.ca/record/CDR0093,Community-Based For-Profit Centre,No,2,152238
-8863945.9013,5407604.3069,331,CC-FDC-005,Philip Pocock (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,4555 Tomken Rd,,Mississauga,ON,L4W 1J9,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0442,School-Based Centre,No,3,289375
-8875437.778,5402999.2829,332,CC-OTH-285,Philopateer Christian College,Social Services,Child Care (Other),Child Care Centre,6341 Mississauga Rd,,Mississauga,ON,L5N 1A5,905-814-5181,https://peelchildcare.cioc.ca/record/CDR1320,Community-Based Non-Profit Centre,No,11,11473
-8872834.861,5442928.5191,333,CC-OTH-346,Play Time Playground,Social Services,Child Care (Other),Child Care Centre,20 Simona Dr,3 & 4,Caledon,ON,L7E 4K1,905-951-2727,https://peelchildcare.cioc.ca/record/CDR1704?Number=411,Community-Based For-Profit Centre,No,5,427023
-8868977.7888,5393476.4887,334,CC-OTH-352,Playdays Childcare Centre,Social Services,Child Care (Other),Child Care Centre,2255 Dundas St W,101B,Mississauga,ON,L5K 1R6,416-888-8847,https://peelchildcare.cioc.ca/record/CDR1720,Community-Based For-Profit Centre,No,8,127045
-8877494.9466,5400956.6385,335,CC-PLP-058,Plowman's Park (PLASP),Social Services,Child Care (PLASP),Child Care Centre,5940 Montevideo Rd,,Mississauga,ON,L5N 3J5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0725,School-Based Centre,Yes,9,111690
-8880094.2202,5400815.2266,336,CC-PLP-055b,Plum Tree Park (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6855 Tenth Line W,,Mississauga,ON,L5N 5R2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0726,School-Based Centre,Yes,9,316831
-8880102.4216,5400877.5847,337,CC-PLP-055a,Plum Tree Park Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6855 Tenth Line W,,Mississauga,ON,L5N 5R2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0530,School-Based Centre,No,9,
-8864327.8501,5404707.1635,338,CC-OTH-109,Preschool Petit Bateau (Rene Lamoureux),Social Services,Child Care (French),Child Care Centre,385 Meadows Blvd,,Mississauga,ON,L5N 1R3,905-279-1414,https://peelchildcare.cioc.ca/record/CDR0533,School-Based Centre,Yes,4,
-8876231.4552,5420763.1513,339,CC-PLP-131,Preschool Petit Bateau - Brampton (Sainte Jeanne d'Arc),Social Services,Child Care (French),Child Care Centre,25 Laurelcrest St,,Brampton,ON,L6S 4C4,905-455-3338,https://peelchildcare.cioc.ca/record/CDR0326,School-Based Centre,Yes,7,
-8877665.1634,5405953.9301,340,CC-OTH-107,Preschool Petit Bateau - Mississauga (Ange Gabriel),Social Services,Child Care (French),Child Care Centre,1830 Meadowvale Blvd,,Mississauga,ON,L5N 7H5,905-285-0257,https://peelchildcare.cioc.ca/record/CDR0337,School-Based Centre,Yes,11,
-8885350.5304,5426970.4208,341,CC-OTH-318,Preschool Petit Bateau Brampton-Caledon (Saint-Jean-Bosco),Social Services,Child Care (French),Child Care Centre,55 Abbotside Way,,Caledon,ON,L7C 4C3,905-495-2665,https://peelchildcare.cioc.ca/record/CDR1430,School-Based Centre,Yes,2,
-8859747.4209,5395771.4386,342,CC-OTH-033,Prince Edward Montessori School,Social Services,Child Care (Other),Child Care Centre,12 Peter St S,,Mississauga,ON,L5H 0A1,905-891-6912,https://peelchildcare.cioc.ca/record/CDR0575,Community-Based For-Profit Centre,No,1,342754
-8875351.3104,5436625.0614,343,CC-PLP-249,Pte. Buckam Singh Public School,Social Services,Child Care (PLASP),Child Care Centre,100 Martin Byrne Dr,,Brampton,ON,L6P0H7,,https://peel.cioc.ca/record/CDR1767?Number=0,School-Based Centre,No,10,423403
-8886661.1862,5427694.3471,344,CC-OTH-319,Puddle Jumpers Preschool Inc.,Social Services,Child Care (Other),Child Care Centre,12570 Kennedy Rd,5,Caledon,ON,L7C 3N5,416-564-1843,https://peelchildcare.cioc.ca/record/CDR1431,Community-Based For-Profit Centre,No,2,406075
-8880235.2919,5414616.2222,345,CC-PLP-114,Queen Street (PLASP),Social Services,Child Care (PLASP),Child Care Centre,20 Academic Dr,,Brampton,ON,L6Y 2C7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0833,School-Based Centre,Yes,4,390697
-8857336.4765,5400401.8735,346,CC-YMC-041,Queen of Heaven (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1198 Alexandra Ave,,Mississauga,ON,L5E 2A5,647-299-5014,https://peelchildcare.cioc.ca/record/CDR0833,School-Based Centre,Yes,1,232881
-8867950.6084,5397867.2562,347,CC-PLP-031,Queenston Drive (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3520 Queenston Dr,,Mississauga,ON,L5C 2G6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0653,School-Based Centre,Yes,6,130299
-8876310.0673,5446855.8987,348,CC-OTH-228,Rainbow Academy Learning and Child Care,Social Services,Child Care (Other),Child Care Centre,18 King St E,"N1,2,4",Caledon,ON,L7E 1E8,905-857-3544,https://peelchildcare.cioc.ca/record/CAL0018,Community-Based For-Profit Centre,No,5,398504
-8876329.8822,5446857.4431,349,CC-OTH-267,Rainbow Academy Preschool House,Social Services,Child Care (Other),Child Care Centre,18 King St E,O1,Caledon,ON,L7E 1E8,905-857-3544,https://peelchildcare.cioc.ca/record/CAL0018,Community-Based For-Profit Centre,No,5,400163
-8865526.3859,5422105.3117,350,CC-OTH-187,Rainbow Village Day Care,Social Services,Child Care (Other),Child Care Centre,7314 Goreway Dr,,Mississauga,ON,L4T 2V1,905-677-3070,https://peelchildcare.cioc.ca/record/CDR0592,Community-Based For-Profit Centre,No,5,16184
-8877285.8416,5410243.0466,351,CC-FDC-014,Ray Lawson (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,725 Ray Lawson Blvd,,Brampton,ON,L6Y 0T8,416-922-3434,https://peelchildcare.cioc.ca/record/CDR1131,School-Based Centre,Yes,4,391662
-8874657.5424,5402769.3822,352,CC-PLP-192,Ray Underhill (PLASP),Social Services,Child Care (PLASP),Child Care Centre,32 Suburban Dr,,Mississauga,ON,L5N 1G6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0722,School-Based Centre,Yes,11,8317
-8872309.3808,5430448.0088,353,CC-PLP-212,Red Willow (PLASP),Social Services,Child Care (PLASP),Child Care Centre,80 Redwillow Rd,,Brampton,ON,L6P 2B1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0795,School-Based Centre,Yes,8,265688
-8878434.7085,5414903.4868,354,CC-PLP-113,Ridgeview (PLASP),Social Services,Child Care (PLASP),Child Care Centre,25 Brenda Ave,,Brampton,ON,L6Y 2A1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0766,School-Based Centre,Yes,3,145787
-8865551.1698,5421473.0607,355,CC-PLP-136,Ridgewood (PLASP),Social Services,Child Care (PLASP),Child Care Centre,7207 Cambrett Dr,,Mississauga,ON,L4T 2R3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1039,School-Based Centre,Yes,5,22523
-8859941.1094,5396099.6272,356,CC-PLP-022,Riverside (PLASP),Social Services,Child Care (PLASP),Child Care Centre,30 John St N,,Mississauga,ON,L5H 2E8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0841,School-Based Centre,Yes,1,44802
-8878298.4981,5410037.96,357,CC-PLP-213,Roberta Bondar (PLASP),Social Services,Child Care (PLASP),Child Care Centre,30 Pantomine Blvd,,Brampton,ON,L6Y 5N2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0781,School-Based Centre,Yes,6,280013
-8885832.2881,5424744.7356,358,CC-OTH-283,Rocket Academy & Early Learning Centre,Social Services,Child Care (Other),Child Care Centre,3088 Mayfield Rd,9,Brampton,ON,L6Z 0E3,905-846-7311,https://peelchildcare.cioc.ca/record/CDR0433,Community-Based For-Profit Centre,No,2,298233
-8881547.529,5427002.6264,359,CC-OTH-296,Ross Drive (Caring for Kids),Social Services,Child Care (Other),Child Care Centre,40 Ross Dr,,Brampton,ON,L6R 0W2,905-274-4362,https://peelchildcare.cioc.ca/record/CDR0124,School-Based Centre,Yes,9,
-8885430.4877,5420164.0098,360,CC-PLP-214,Rowntree (PLASP),Social Services,Child Care (PLASP),Child Care Centre,254 Queen Mary Dr,,Brampton,ON,L7A 3L6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0780,School-Based Centre,Yes,6,227169
-8884099.9482,5417114.6227,361,CC-OTH-303,Royal Academy Montessori Preschool,Social Services,Child Care (Other),Child Care Centre,965 Bovaird Dr W,"5,6,7",Brampton,ON,L6X 5K7,416-200-7264,https://peelchildcare.cioc.ca/record/CDR1394,Community-Based For-Profit Centre,No,5,403799
-8878084.2414,5400390.318,362,CC-OTH-052,Royal Day Care Centre,Social Services,Child Care (Other),Child Care Centre,5650 Montevideo Rd,,Mississauga,ON,L5N 4E4,905-858-8173,https://peelchildcare.cioc.ca/record/CDR0525,Community-Based For-Profit Centre,No,9,114053
-8862646.431,5400158.5489,363,CC-OTH-054,Royal Montessori School,Social Services,Child Care (Other),Child Care Centre,2500 Mimosa Row,,Mississauga,ON,L5B 1P7,905-275-5887,https://peelchildcare.cioc.ca/record/CDR0484,Community-Based For-Profit Centre,No,7,126231
-8864775.8934,5389808.9409,364,CC-OTH-001,Royal Windsor Montessori and Daycare,Social Services,Child Care (Other),Child Care Centre,2157 Royal Windsor Dr,,Mississauga,ON,L5J 1K5,905-822-7575,https://peelchildcare.cioc.ca/record/CDR0574,Community-Based For-Profit Centre,No,2,
-8877849.4859,5422804.8361,365,CC-YMC-019,Russell Barber (YMCA),Social Services,Child Care (YMCA),Child Care Centre,255 North Park Dr,,Brampton,ON,L6S 6A5,905-457-1383,https://peelchildcare.cioc.ca/record/CDR0389,School-Based Centre,Yes,7,
-8876735.421,5396285.827,366,CC-PLP-246,Ruth Thompson (PLASP),Social Services,Child Care (PLASP),Child Care Centre,5605 Freshwater Dr,,Mississauga,ON,L5M 7M8,647-484-4372,https://peelchildcare.cioc.ca/record/CDR1617,School-Based Centre,No,10,277231
-8883149.3945,5424279.0587,367,CC-FDC-027,Sacred Heart (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,24 Kerwood Pl,,Brampton,ON,L6Z 1Y1,416-922-3434,https://peelchildcare.cioc.ca/record/CDR1037,School-Based Centre,Yes,2,290792
-8862862.1782,5404802.6014,368,CC-OTH-110,Sadochok Ukrainian Nursery School Mississauga,Social Services,Child Care (Other),Child Care Centre,3625 Cawthra Rd,,Mississauga,ON,L5A 2Y4,905-276-4815,https://peelchildcare.cioc.ca/record/CDR0443,Community-Based For-Profit Centre,No,3,26633
-8870579.1476,5393906.7726,369,CC-OTH-022,Salvation Army - Erin Mills,Social Services,Child Care (Other),Child Care Centre,2460 The Collegeway,,Mississauga,ON,L5L 1V3,905-820-6500,https://peelchildcare.cioc.ca/record/CDR0477,Community-Based Non-Profit Centre,No,8,
-8861494.9565,5403525.8406,370,CC-OTH-102,Salvation Army - Mississauga Temple,Social Services,Child Care (Other),Child Care Centre,3173 Cawthra Rd,,Mississauga,ON,L5A 2X4,905-275-8430,https://peelchildcare.cioc.ca/record/CDR0455,Community-Based Non-Profit Centre,No,3,257266
-8875291.8873,5424282.5797,371,CC-OTH-268,Salvation Army - Noah's Ark,Social Services,Child Care (Other),Child Care Centre,9395 Bramalea Rd,,Brampton,ON,L6S 4B7,905-793-5610,https://peelchildcare.cioc.ca/record/CDR0385,Community-Based Non-Profit Centre,No,8,
-8868121.0702,5406517.3642,372,CC-PLP-095,San Lorenzo Ruiz (PLASP),Social Services,Child Care (PLASP),Child Care Centre,100 Barondale Dr,,Mississauga,ON,L4Z 3R1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0710,School-Based Centre,Yes,5,240542
-8869925.3842,5396318.2131,373,CC-PLP-021,Sawmill Valley (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3625 Sawmill Valley Dr,,Mississauga,ON,L5L 2Z5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0654,School-Based Centre,Yes,8,26897
-8876264.7135,5403695.3787,374,CC-OTH-363,Schoolhouse Montessori,Social Services,Child Care (Other),Child Care Centre,6517 Mississauga Rd,C,Mississauga,ON,L5N1A6,905-218-3559,https://peel.cioc.ca/record/CDR1788?Number=2,Community-Based For-Profit Centre,No,11,414752
-8877813.151,5400408.1276,375,CC-PLP-048,Settler's Green (PLASP),Social Services,Child Care (PLASP),Child Care Centre,5800 Montevideo Rd,,Mississauga,ON,L5N 2S1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0727,School-Based Centre,Yes,9,17302
-8879179.5419,5401752.2459,376,CC-PLP-064,Shelter Bay (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6735 Shelter Bay Rd,,Mississauga,ON,L5N 2C5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0728,School-Based Centre,Yes,9,8849
-8861285.7716,5400125.777,377,CC-OTH-270,Shepherd Montessori Private Catholic School,Social Services,Child Care (Other),Child Care Centre,2246 Camilla Rd,,Mississauga,ON,L5A 2J6,905-270-0011,https://peelchildcare.cioc.ca/record/CDR0490,Community-Based For-Profit Centre,No,7,46928
-8872127.6413,5383669.3788,378,CC-PLP-220,Sheridan College Day Care Centre,Social Services,Child Care (Other),Child Care Centre,1340 Trafalgar Rd,,Oakville,ON,L6H 2L1,905-815-4033,https://www.sheridancollege.ca/services/early-childhood-centres/,Community-Based Non-Profit Centre,No,0,
-8868370.4794,5393001.7524,379,CC-PLP-008,Sheridan Park (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2280 Perran Dr,,Mississauga,ON,L5K 1M1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0655,School-Based Centre,Yes,2,219537
-8870489.1076,5401106.5093,380,CC-PLP-061,Sherwood Mills (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1385 Sherwood Mills Blvd,,Mississauga,ON,L5V 2B8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0712,School-Based Centre,Yes,6,296618
-8883824.848,5417252.9885,381,CC-OTH-271,Shining Stars Montessori School,Social Services,Child Care (Other),Child Care Centre,811 Bovaird Dr W,16,Brampton,ON,L6X 0T9,905-454-2273,https://peelchildcare.cioc.ca/record/CDR0401,Community-Based For-Profit Centre,No,5,335283
-8862137.8576,5402682.4976,382,CC-PLP-074,Silver Creek (PLASP),Social Services,Child Care (PLASP),Child Care Centre,460 Silver Creek Blvd,,Mississauga,ON,L5A 2B3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0920,School-Based Centre,Yes,4,85535
-8862395.1059,5404795.8783,383,CC-PLP-089,Silverthorn (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3535 Cedar Creek Dr,,Mississauga,ON,L4Y 2Y4,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0692,School-Based Centre,Yes,3,22765
-8877188.4204,5404214.0149,384,CC-OTH-277,Simply Smart Child Care,Social Services,Child Care (Other),Child Care Centre,6745 Century Ave,,Mississauga,ON,L5N 8C9,905-593-6780,https://peelchildcare.cioc.ca/record/CDR1053,Community-Based For-Profit Centre,No,9,8787
-8881644.2616,5408816.613,385,CC-OTH-338,Simply Smart Child Care - Brampton,Social Services,Child Care (Other),Child Care Centre,25 Montpelier St,,Brampton,ON,L6Y 6B6,905-593-6780,https://peelchildcare.cioc.ca/record/CDR1620,Community-Based For-Profit Centre,No,6,449951
-8869438.2963,5433819.5632,386,CC-FDC-026,Sir Isaac Brock (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,45 Meltwater Cres,,Brampton,ON,L6P 2V7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1292,School-Based Centre,Yes,10,307748
-8875164.0701,5415625.9871,387,CC-OTH-272,Sir Wilfrid Laurier (Caring for Kids),Social Services,Child Care (Other),Child Care Centre,364 Bartley Bull Pky,,Brampton,ON,L6W 2L8,905-274-4362,https://peelchildcare.cioc.ca/record/CDR1132,School-Based Centre,Yes,3,
-8877596.6562,5417444.408,388,CC-YMC-044,Sir Winston Churchill (YMCA),Social Services,Child Care (YMCA),Child Care Centre,89 Ardglen Dr,,Brampton,ON,L6W 1V1,905-943-9622 ext 750,https://peelchildcare.cioc.ca/record/CDR1093,School-Based Centre,Yes,3,158392
-8863864.9016,5408437.1628,389,CC-OTH-137,Small Wunders Child Care,Social Services,Child Care (Other),Child Care Centre,1150 Eglinton Ave E,,Mississauga,ON,L4W 2M6,905-290-0547,https://peelchildcare.cioc.ca/record/CDR0512,Community-Based For-Profit Centre,No,3,
-8883664.1364,5423591.0497,390,CC-PLP-149,Somerset Drive (PLASP),Social Services,Child Care (PLASP),Child Care Centre,50 Somerset Dr,,Brampton,ON,L6Z 1C7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0768,School-Based Centre,Yes,2,266296
-8879383.4434,5417606.2698,391,CC-OTH-342,Songbirds Montessori - Ellen St,Social Services,Child Care (Other),Child Care Centre,8 Ellen St,,Brampton,ON,L6V 1J6,905-453-0229,https://peelchildcare.cioc.ca/record/CDR1645,Community-Based For-Profit Centre,No,1,164462
